MapFromString	MapToString	Comment # File ArabicPresentationFormMappingAnnotated.tsv, automatically generated by script wildebeest_build.py (Ulf Hermjakob, USC/ISI) based on UnicodeData on Sep 26, 2020, 22:36:13
ﵗ	تمخ	U+FD57 (ARABIC LIGATURE TEH WITH MEEM WITH KHAH INITIAL FORM) -> U+062A U+0645 U+062E
ﵘ	جمح	U+FD58 (ARABIC LIGATURE JEEM WITH MEEM WITH HAH FINAL FORM) -> U+062C U+0645 U+062D
ﵙ	جمح	U+FD59 (ARABIC LIGATURE JEEM WITH MEEM WITH HAH INITIAL FORM) -> U+062C U+0645 U+062D
ﵚ	حمي	U+FD5A (ARABIC LIGATURE HAH WITH MEEM WITH YEH FINAL FORM) -> U+062D U+0645 U+064A
ﵛ	حمى	U+FD5B (ARABIC LIGATURE HAH WITH MEEM WITH ALEF MAKSURA FINAL FORM) -> U+062D U+0645 U+0649
ﵜ	سحج	U+FD5C (ARABIC LIGATURE SEEN WITH HAH WITH JEEM INITIAL FORM) -> U+0633 U+062D U+062C
ﵝ	سجح	U+FD5D (ARABIC LIGATURE SEEN WITH JEEM WITH HAH INITIAL FORM) -> U+0633 U+062C U+062D
ﵞ	سجى	U+FD5E (ARABIC LIGATURE SEEN WITH JEEM WITH ALEF MAKSURA FINAL FORM) -> U+0633 U+062C U+0649
ﵟ	سمح	U+FD5F (ARABIC LIGATURE SEEN WITH MEEM WITH HAH FINAL FORM) -> U+0633 U+0645 U+062D
ﵠ	سمح	U+FD60 (ARABIC LIGATURE SEEN WITH MEEM WITH HAH INITIAL FORM) -> U+0633 U+0645 U+062D
ﵡ	سمج	U+FD61 (ARABIC LIGATURE SEEN WITH MEEM WITH JEEM INITIAL FORM) -> U+0633 U+0645 U+062C
ﵢ	سمم	U+FD62 (ARABIC LIGATURE SEEN WITH MEEM WITH MEEM FINAL FORM) -> U+0633 U+0645 U+0645
ﵣ	سمم	U+FD63 (ARABIC LIGATURE SEEN WITH MEEM WITH MEEM INITIAL FORM) -> U+0633 U+0645 U+0645
ﵤ	صحح	U+FD64 (ARABIC LIGATURE SAD WITH HAH WITH HAH FINAL FORM) -> U+0635 U+062D U+062D
ﵥ	صحح	U+FD65 (ARABIC LIGATURE SAD WITH HAH WITH HAH INITIAL FORM) -> U+0635 U+062D U+062D
ﵦ	صمم	U+FD66 (ARABIC LIGATURE SAD WITH MEEM WITH MEEM FINAL FORM) -> U+0635 U+0645 U+0645
ﵧ	شحم	U+FD67 (ARABIC LIGATURE SHEEN WITH HAH WITH MEEM FINAL FORM) -> U+0634 U+062D U+0645
ﵨ	شحم	U+FD68 (ARABIC LIGATURE SHEEN WITH HAH WITH MEEM INITIAL FORM) -> U+0634 U+062D U+0645
ﵩ	شجي	U+FD69 (ARABIC LIGATURE SHEEN WITH JEEM WITH YEH FINAL FORM) -> U+0634 U+062C U+064A
ﵪ	شمخ	U+FD6A (ARABIC LIGATURE SHEEN WITH MEEM WITH KHAH FINAL FORM) -> U+0634 U+0645 U+062E
ﵫ	شمخ	U+FD6B (ARABIC LIGATURE SHEEN WITH MEEM WITH KHAH INITIAL FORM) -> U+0634 U+0645 U+062E
ﵬ	شمم	U+FD6C (ARABIC LIGATURE SHEEN WITH MEEM WITH MEEM FINAL FORM) -> U+0634 U+0645 U+0645
ﵭ	شمم	U+FD6D (ARABIC LIGATURE SHEEN WITH MEEM WITH MEEM INITIAL FORM) -> U+0634 U+0645 U+0645
ﵮ	ضحى	U+FD6E (ARABIC LIGATURE DAD WITH HAH WITH ALEF MAKSURA FINAL FORM) -> U+0636 U+062D U+0649
ﵯ	ضخم	U+FD6F (ARABIC LIGATURE DAD WITH KHAH WITH MEEM FINAL FORM) -> U+0636 U+062E U+0645
ﵰ	ضخم	U+FD70 (ARABIC LIGATURE DAD WITH KHAH WITH MEEM INITIAL FORM) -> U+0636 U+062E U+0645
ﵱ	طمح	U+FD71 (ARABIC LIGATURE TAH WITH MEEM WITH HAH FINAL FORM) -> U+0637 U+0645 U+062D
ﵲ	طمح	U+FD72 (ARABIC LIGATURE TAH WITH MEEM WITH HAH INITIAL FORM) -> U+0637 U+0645 U+062D
ﵳ	طمم	U+FD73 (ARABIC LIGATURE TAH WITH MEEM WITH MEEM INITIAL FORM) -> U+0637 U+0645 U+0645
ﵴ	طمي	U+FD74 (ARABIC LIGATURE TAH WITH MEEM WITH YEH FINAL FORM) -> U+0637 U+0645 U+064A
ﵵ	عجم	U+FD75 (ARABIC LIGATURE AIN WITH JEEM WITH MEEM FINAL FORM) -> U+0639 U+062C U+0645
ﵶ	عمم	U+FD76 (ARABIC LIGATURE AIN WITH MEEM WITH MEEM FINAL FORM) -> U+0639 U+0645 U+0645
ﵷ	عمم	U+FD77 (ARABIC LIGATURE AIN WITH MEEM WITH MEEM INITIAL FORM) -> U+0639 U+0645 U+0645
ﵸ	عمى	U+FD78 (ARABIC LIGATURE AIN WITH MEEM WITH ALEF MAKSURA FINAL FORM) -> U+0639 U+0645 U+0649
ﵹ	غمم	U+FD79 (ARABIC LIGATURE GHAIN WITH MEEM WITH MEEM FINAL FORM) -> U+063A U+0645 U+0645
ﵺ	غمي	U+FD7A (ARABIC LIGATURE GHAIN WITH MEEM WITH YEH FINAL FORM) -> U+063A U+0645 U+064A
ﵻ	غمى	U+FD7B (ARABIC LIGATURE GHAIN WITH MEEM WITH ALEF MAKSURA FINAL FORM) -> U+063A U+0645 U+0649
ﵼ	فخم	U+FD7C (ARABIC LIGATURE FEH WITH KHAH WITH MEEM FINAL FORM) -> U+0641 U+062E U+0645
ﵽ	فخم	U+FD7D (ARABIC LIGATURE FEH WITH KHAH WITH MEEM INITIAL FORM) -> U+0641 U+062E U+0645
ﵾ	قمح	U+FD7E (ARABIC LIGATURE QAF WITH MEEM WITH HAH FINAL FORM) -> U+0642 U+0645 U+062D
ﵿ	قمم	U+FD7F (ARABIC LIGATURE QAF WITH MEEM WITH MEEM FINAL FORM) -> U+0642 U+0645 U+0645
ﶀ	لحم	U+FD80 (ARABIC LIGATURE LAM WITH HAH WITH MEEM FINAL FORM) -> U+0644 U+062D U+0645
ﶁ	لحي	U+FD81 (ARABIC LIGATURE LAM WITH HAH WITH YEH FINAL FORM) -> U+0644 U+062D U+064A
ﶂ	لحى	U+FD82 (ARABIC LIGATURE LAM WITH HAH WITH ALEF MAKSURA FINAL FORM) -> U+0644 U+062D U+0649
ﶃ	لجج	U+FD83 (ARABIC LIGATURE LAM WITH JEEM WITH JEEM INITIAL FORM) -> U+0644 U+062C U+062C
ﶄ	لجج	U+FD84 (ARABIC LIGATURE LAM WITH JEEM WITH JEEM FINAL FORM) -> U+0644 U+062C U+062C
ﶅ	لخم	U+FD85 (ARABIC LIGATURE LAM WITH KHAH WITH MEEM FINAL FORM) -> U+0644 U+062E U+0645
ﶆ	لخم	U+FD86 (ARABIC LIGATURE LAM WITH KHAH WITH MEEM INITIAL FORM) -> U+0644 U+062E U+0645
ﶇ	لمح	U+FD87 (ARABIC LIGATURE LAM WITH MEEM WITH HAH FINAL FORM) -> U+0644 U+0645 U+062D
ﶈ	لمح	U+FD88 (ARABIC LIGATURE LAM WITH MEEM WITH HAH INITIAL FORM) -> U+0644 U+0645 U+062D
ﶉ	محج	U+FD89 (ARABIC LIGATURE MEEM WITH HAH WITH JEEM INITIAL FORM) -> U+0645 U+062D U+062C
ﶊ	محم	U+FD8A (ARABIC LIGATURE MEEM WITH HAH WITH MEEM INITIAL FORM) -> U+0645 U+062D U+0645
ﶋ	محي	U+FD8B (ARABIC LIGATURE MEEM WITH HAH WITH YEH FINAL FORM) -> U+0645 U+062D U+064A
ﶌ	مجح	U+FD8C (ARABIC LIGATURE MEEM WITH JEEM WITH HAH INITIAL FORM) -> U+0645 U+062C U+062D
ﶍ	مجم	U+FD8D (ARABIC LIGATURE MEEM WITH JEEM WITH MEEM INITIAL FORM) -> U+0645 U+062C U+0645
ﶎ	مخج	U+FD8E (ARABIC LIGATURE MEEM WITH KHAH WITH JEEM INITIAL FORM) -> U+0645 U+062E U+062C
ﶏ	مخم	U+FD8F (ARABIC LIGATURE MEEM WITH KHAH WITH MEEM INITIAL FORM) -> U+0645 U+062E U+0645
ﶒ	مجخ	U+FD92 (ARABIC LIGATURE MEEM WITH JEEM WITH KHAH INITIAL FORM) -> U+0645 U+062C U+062E
ﶓ	همج	U+FD93 (ARABIC LIGATURE HEH WITH MEEM WITH JEEM INITIAL FORM) -> U+0647 U+0645 U+062C
ﶔ	همم	U+FD94 (ARABIC LIGATURE HEH WITH MEEM WITH MEEM INITIAL FORM) -> U+0647 U+0645 U+0645
ﶕ	نحم	U+FD95 (ARABIC LIGATURE NOON WITH HAH WITH MEEM INITIAL FORM) -> U+0646 U+062D U+0645
ﶖ	نحى	U+FD96 (ARABIC LIGATURE NOON WITH HAH WITH ALEF MAKSURA FINAL FORM) -> U+0646 U+062D U+0649
ﶗ	نجم	U+FD97 (ARABIC LIGATURE NOON WITH JEEM WITH MEEM FINAL FORM) -> U+0646 U+062C U+0645
ﶘ	نجم	U+FD98 (ARABIC LIGATURE NOON WITH JEEM WITH MEEM INITIAL FORM) -> U+0646 U+062C U+0645
ﶙ	نجى	U+FD99 (ARABIC LIGATURE NOON WITH JEEM WITH ALEF MAKSURA FINAL FORM) -> U+0646 U+062C U+0649
ﶚ	نمي	U+FD9A (ARABIC LIGATURE NOON WITH MEEM WITH YEH FINAL FORM) -> U+0646 U+0645 U+064A
ﶛ	نمى	U+FD9B (ARABIC LIGATURE NOON WITH MEEM WITH ALEF MAKSURA FINAL FORM) -> U+0646 U+0645 U+0649
ﶜ	يمم	U+FD9C (ARABIC LIGATURE YEH WITH MEEM WITH MEEM FINAL FORM) -> U+064A U+0645 U+0645
ﶝ	يمم	U+FD9D (ARABIC LIGATURE YEH WITH MEEM WITH MEEM INITIAL FORM) -> U+064A U+0645 U+0645
ﶞ	بخي	U+FD9E (ARABIC LIGATURE BEH WITH KHAH WITH YEH FINAL FORM) -> U+0628 U+062E U+064A
ﶟ	تجي	U+FD9F (ARABIC LIGATURE TEH WITH JEEM WITH YEH FINAL FORM) -> U+062A U+062C U+064A
ﶠ	تجى	U+FDA0 (ARABIC LIGATURE TEH WITH JEEM WITH ALEF MAKSURA FINAL FORM) -> U+062A U+062C U+0649
ﶡ	تخي	U+FDA1 (ARABIC LIGATURE TEH WITH KHAH WITH YEH FINAL FORM) -> U+062A U+062E U+064A
ﶢ	تخى	U+FDA2 (ARABIC LIGATURE TEH WITH KHAH WITH ALEF MAKSURA FINAL FORM) -> U+062A U+062E U+0649
ﶣ	تمي	U+FDA3 (ARABIC LIGATURE TEH WITH MEEM WITH YEH FINAL FORM) -> U+062A U+0645 U+064A
ﶤ	تمى	U+FDA4 (ARABIC LIGATURE TEH WITH MEEM WITH ALEF MAKSURA FINAL FORM) -> U+062A U+0645 U+0649
ﶥ	جمي	U+FDA5 (ARABIC LIGATURE JEEM WITH MEEM WITH YEH FINAL FORM) -> U+062C U+0645 U+064A
ﶦ	جحى	U+FDA6 (ARABIC LIGATURE JEEM WITH HAH WITH ALEF MAKSURA FINAL FORM) -> U+062C U+062D U+0649
ﶧ	جمى	U+FDA7 (ARABIC LIGATURE JEEM WITH MEEM WITH ALEF MAKSURA FINAL FORM) -> U+062C U+0645 U+0649
ﶨ	سخى	U+FDA8 (ARABIC LIGATURE SEEN WITH KHAH WITH ALEF MAKSURA FINAL FORM) -> U+0633 U+062E U+0649
ﶩ	صحي	U+FDA9 (ARABIC LIGATURE SAD WITH HAH WITH YEH FINAL FORM) -> U+0635 U+062D U+064A
ﶪ	شحي	U+FDAA (ARABIC LIGATURE SHEEN WITH HAH WITH YEH FINAL FORM) -> U+0634 U+062D U+064A
ﶫ	ضحي	U+FDAB (ARABIC LIGATURE DAD WITH HAH WITH YEH FINAL FORM) -> U+0636 U+062D U+064A
ﶬ	لجي	U+FDAC (ARABIC LIGATURE LAM WITH JEEM WITH YEH FINAL FORM) -> U+0644 U+062C U+064A
ﶭ	لمي	U+FDAD (ARABIC LIGATURE LAM WITH MEEM WITH YEH FINAL FORM) -> U+0644 U+0645 U+064A
ﶮ	يحي	U+FDAE (ARABIC LIGATURE YEH WITH HAH WITH YEH FINAL FORM) -> U+064A U+062D U+064A
ﶯ	يجي	U+FDAF (ARABIC LIGATURE YEH WITH JEEM WITH YEH FINAL FORM) -> U+064A U+062C U+064A
ﶰ	يمي	U+FDB0 (ARABIC LIGATURE YEH WITH MEEM WITH YEH FINAL FORM) -> U+064A U+0645 U+064A
ﶱ	ممي	U+FDB1 (ARABIC LIGATURE MEEM WITH MEEM WITH YEH FINAL FORM) -> U+0645 U+0645 U+064A
ﶲ	قمي	U+FDB2 (ARABIC LIGATURE QAF WITH MEEM WITH YEH FINAL FORM) -> U+0642 U+0645 U+064A
ﶳ	نحي	U+FDB3 (ARABIC LIGATURE NOON WITH HAH WITH YEH FINAL FORM) -> U+0646 U+062D U+064A
ﶴ	قمح	U+FDB4 (ARABIC LIGATURE QAF WITH MEEM WITH HAH INITIAL FORM) -> U+0642 U+0645 U+062D
ﶵ	لحم	U+FDB5 (ARABIC LIGATURE LAM WITH HAH WITH MEEM INITIAL FORM) -> U+0644 U+062D U+0645
ﶶ	عمي	U+FDB6 (ARABIC LIGATURE AIN WITH MEEM WITH YEH FINAL FORM) -> U+0639 U+0645 U+064A
ﶷ	كمي	U+FDB7 (ARABIC LIGATURE KAF WITH MEEM WITH YEH FINAL FORM) -> U+0643 U+0645 U+064A
ﶸ	نجح	U+FDB8 (ARABIC LIGATURE NOON WITH JEEM WITH HAH INITIAL FORM) -> U+0646 U+062C U+062D
ﶹ	مخي	U+FDB9 (ARABIC LIGATURE MEEM WITH KHAH WITH YEH FINAL FORM) -> U+0645 U+062E U+064A
ﶺ	لجم	U+FDBA (ARABIC LIGATURE LAM WITH JEEM WITH MEEM INITIAL FORM) -> U+0644 U+062C U+0645
ﶻ	كمم	U+FDBB (ARABIC LIGATURE KAF WITH MEEM WITH MEEM FINAL FORM) -> U+0643 U+0645 U+0645
ﶼ	لجم	U+FDBC (ARABIC LIGATURE LAM WITH JEEM WITH MEEM FINAL FORM) -> U+0644 U+062C U+0645
ﶽ	نجح	U+FDBD (ARABIC LIGATURE NOON WITH JEEM WITH HAH FINAL FORM) -> U+0646 U+062C U+062D
ﶾ	جحي	U+FDBE (ARABIC LIGATURE JEEM WITH HAH WITH YEH FINAL FORM) -> U+062C U+062D U+064A
ﶿ	حجي	U+FDBF (ARABIC LIGATURE HAH WITH JEEM WITH YEH FINAL FORM) -> U+062D U+062C U+064A
ﷀ	مجي	U+FDC0 (ARABIC LIGATURE MEEM WITH JEEM WITH YEH FINAL FORM) -> U+0645 U+062C U+064A
ﷁ	فمي	U+FDC1 (ARABIC LIGATURE FEH WITH MEEM WITH YEH FINAL FORM) -> U+0641 U+0645 U+064A
ﷂ	بحي	U+FDC2 (ARABIC LIGATURE BEH WITH HAH WITH YEH FINAL FORM) -> U+0628 U+062D U+064A
ﷃ	كمم	U+FDC3 (ARABIC LIGATURE KAF WITH MEEM WITH MEEM INITIAL FORM) -> U+0643 U+0645 U+0645
ﷄ	عجم	U+FDC4 (ARABIC LIGATURE AIN WITH JEEM WITH MEEM INITIAL FORM) -> U+0639 U+062C U+0645
ﷅ	صمم	U+FDC5 (ARABIC LIGATURE SAD WITH MEEM WITH MEEM INITIAL FORM) -> U+0635 U+0645 U+0645
ﷆ	سخي	U+FDC6 (ARABIC LIGATURE SEEN WITH KHAH WITH YEH FINAL FORM) -> U+0633 U+062E U+064A
ﷇ	نجي	U+FDC7 (ARABIC LIGATURE NOON WITH JEEM WITH YEH FINAL FORM) -> U+0646 U+062C U+064A
ﷰ	صلے	U+FDF0 (ARABIC LIGATURE SALLA USED AS KORANIC STOP SIGN ISOLATED FORM) -> U+0635 U+0644 U+06D2
ﷱ	قلے	U+FDF1 (ARABIC LIGATURE QALA USED AS KORANIC STOP SIGN ISOLATED FORM) -> U+0642 U+0644 U+06D2
ﷲ	الله	U+FDF2 (ARABIC LIGATURE ALLAH ISOLATED FORM) -> U+0627 U+0644 U+0644 U+0647
ﷳ	اكبر	U+FDF3 (ARABIC LIGATURE AKBAR ISOLATED FORM) -> U+0627 U+0643 U+0628 U+0631
ﷴ	محمد	U+FDF4 (ARABIC LIGATURE MOHAMMAD ISOLATED FORM) -> U+0645 U+062D U+0645 U+062F
ﷵ	صلعم	U+FDF5 (ARABIC LIGATURE SALAM ISOLATED FORM) -> U+0635 U+0644 U+0639 U+0645
ﷶ	رسول	U+FDF6 (ARABIC LIGATURE RASOUL ISOLATED FORM) -> U+0631 U+0633 U+0648 U+0644
ﷷ	عليه	U+FDF7 (ARABIC LIGATURE ALAYHE ISOLATED FORM) -> U+0639 U+0644 U+064A U+0647
ﷸ	وسلم	U+FDF8 (ARABIC LIGATURE WASALLAM ISOLATED FORM) -> U+0648 U+0633 U+0644 U+0645
ﷹ	صلى	U+FDF9 (ARABIC LIGATURE SALLA ISOLATED FORM) -> U+0635 U+0644 U+0649
ﷺ	صلى الله عليه وسلم	U+FDFA (ARABIC LIGATURE SALLALLAHOU ALAYHE WASALLAM) -> U+0635 U+0644 U+0649 U+0020 U+0627 U+0644 U+0644 U+0647 U+0020 U+0639 U+0644 U+064A U+0647 U+0020 U+0648 U+0633 U+0644 U+0645
ﷻ	جل جلاله	U+FDFB (ARABIC LIGATURE JALLAJALALOUHOU) -> U+062C U+0644 U+0020 U+062C U+0644 U+0627 U+0644 U+0647
﷼	ریال	U+FDFC (RIAL SIGN) -> U+0631 U+06CC U+0627 U+0644
ﹰ	 ً	U+FE70 (ARABIC FATHATAN ISOLATED FORM) -> U+0020 U+064B
ﹱ	ـً	U+FE71 (ARABIC TATWEEL WITH FATHATAN ABOVE) -> U+0640 U+064B
ﹲ	 ٌ	U+FE72 (ARABIC DAMMATAN ISOLATED FORM) -> U+0020 U+064C
ﹴ	 ٍ	U+FE74 (ARABIC KASRATAN ISOLATED FORM) -> U+0020 U+064D
ﹶ	 َ	U+FE76 (ARABIC FATHA ISOLATED FORM) -> U+0020 U+064E
ﹷ	ـَ	U+FE77 (ARABIC FATHA MEDIAL FORM) -> U+0640 U+064E
ﹸ	 ُ	U+FE78 (ARABIC DAMMA ISOLATED FORM) -> U+0020 U+064F
ﹹ	ـُ	U+FE79 (ARABIC DAMMA MEDIAL FORM) -> U+0640 U+064F
ﹺ	 ِ	U+FE7A (ARABIC KASRA ISOLATED FORM) -> U+0020 U+0650
ﹻ	ـِ	U+FE7B (ARABIC KASRA MEDIAL FORM) -> U+0640 U+0650
ﹼ	 ّ	U+FE7C (ARABIC SHADDA ISOLATED FORM) -> U+0020 U+0651
ﹽ	ـّ	U+FE7D (ARABIC SHADDA MEDIAL FORM) -> U+0640 U+0651
ﹾ	 ْ	U+FE7E (ARABIC SUKUN ISOLATED FORM) -> U+0020 U+0652
ﹿ	ـْ	U+FE7F (ARABIC SUKUN MEDIAL FORM) -> U+0640 U+0652
ﺀ	ء	U+FE80 (ARABIC LETTER HAMZA ISOLATED FORM) -> U+0621
ﺁ	آ	U+FE81 (ARABIC LETTER ALEF WITH MADDA ABOVE ISOLATED FORM) -> U+0622
ﺂ	آ	U+FE82 (ARABIC LETTER ALEF WITH MADDA ABOVE FINAL FORM) -> U+0622
ﺃ	أ	U+FE83 (ARABIC LETTER ALEF WITH HAMZA ABOVE ISOLATED FORM) -> U+0623
ﺄ	أ	U+FE84 (ARABIC LETTER ALEF WITH HAMZA ABOVE FINAL FORM) -> U+0623
ﺅ	ؤ	U+FE85 (ARABIC LETTER WAW WITH HAMZA ABOVE ISOLATED FORM) -> U+0624
ﺆ	ؤ	U+FE86 (ARABIC LETTER WAW WITH HAMZA ABOVE FINAL FORM) -> U+0624
ﺇ	إ	U+FE87 (ARABIC LETTER ALEF WITH HAMZA BELOW ISOLATED FORM) -> U+0625
ﺈ	إ	U+FE88 (ARABIC LETTER ALEF WITH HAMZA BELOW FINAL FORM) -> U+0625
ﺉ	ئ	U+FE89 (ARABIC LETTER YEH WITH HAMZA ABOVE ISOLATED FORM) -> U+0626
ﺊ	ئ	U+FE8A (ARABIC LETTER YEH WITH HAMZA ABOVE FINAL FORM) -> U+0626
ﺋ	ئ	U+FE8B (ARABIC LETTER YEH WITH HAMZA ABOVE INITIAL FORM) -> U+0626
ﺌ	ئ	U+FE8C (ARABIC LETTER YEH WITH HAMZA ABOVE MEDIAL FORM) -> U+0626
ﺍ	ا	U+FE8D (ARABIC LETTER ALEF ISOLATED FORM) -> U+0627
ﺎ	ا	U+FE8E (ARABIC LETTER ALEF FINAL FORM) -> U+0627
ﺏ	ب	U+FE8F (ARABIC LETTER BEH ISOLATED FORM) -> U+0628
ﺐ	ب	U+FE90 (ARABIC LETTER BEH FINAL FORM) -> U+0628
ﺑ	ب	U+FE91 (ARABIC LETTER BEH INITIAL FORM) -> U+0628
ﺒ	ب	U+FE92 (ARABIC LETTER BEH MEDIAL FORM) -> U+0628
ﺓ	ة	U+FE93 (ARABIC LETTER TEH MARBUTA ISOLATED FORM) -> U+0629
ﺔ	ة	U+FE94 (ARABIC LETTER TEH MARBUTA FINAL FORM) -> U+0629
ﺕ	ت	U+FE95 (ARABIC LETTER TEH ISOLATED FORM) -> U+062A
ﺖ	ت	U+FE96 (ARABIC LETTER TEH FINAL FORM) -> U+062A
ﺗ	ت	U+FE97 (ARABIC LETTER TEH INITIAL FORM) -> U+062A
ﺘ	ت	U+FE98 (ARABIC LETTER TEH MEDIAL FORM) -> U+062A
ﺙ	ث	U+FE99 (ARABIC LETTER THEH ISOLATED FORM) -> U+062B
ﺚ	ث	U+FE9A (ARABIC LETTER THEH FINAL FORM) -> U+062B
ﺛ	ث	U+FE9B (ARABIC LETTER THEH INITIAL FORM) -> U+062B
ﺜ	ث	U+FE9C (ARABIC LETTER THEH MEDIAL FORM) -> U+062B
ﺝ	ج	U+FE9D (ARABIC LETTER JEEM ISOLATED FORM) -> U+062C
ﺞ	ج	U+FE9E (ARABIC LETTER JEEM FINAL FORM) -> U+062C
ﺟ	ج	U+FE9F (ARABIC LETTER JEEM INITIAL FORM) -> U+062C
ﺠ	ج	U+FEA0 (ARABIC LETTER JEEM MEDIAL FORM) -> U+062C
ﺡ	ح	U+FEA1 (ARABIC LETTER HAH ISOLATED FORM) -> U+062D
ﺢ	ح	U+FEA2 (ARABIC LETTER HAH FINAL FORM) -> U+062D
ﺣ	ح	U+FEA3 (ARABIC LETTER HAH INITIAL FORM) -> U+062D
ﺤ	ح	U+FEA4 (ARABIC LETTER HAH MEDIAL FORM) -> U+062D
ﺥ	خ	U+FEA5 (ARABIC LETTER KHAH ISOLATED FORM) -> U+062E
ﺦ	خ	U+FEA6 (ARABIC LETTER KHAH FINAL FORM) -> U+062E
ﺧ	خ	U+FEA7 (ARABIC LETTER KHAH INITIAL FORM) -> U+062E
ﺨ	خ	U+FEA8 (ARABIC LETTER KHAH MEDIAL FORM) -> U+062E
ﺩ	د	U+FEA9 (ARABIC LETTER DAL ISOLATED FORM) -> U+062F
ﺪ	د	U+FEAA (ARABIC LETTER DAL FINAL FORM) -> U+062F
ﺫ	ذ	U+FEAB (ARABIC LETTER THAL ISOLATED FORM) -> U+0630
ﺬ	ذ	U+FEAC (ARABIC LETTER THAL FINAL FORM) -> U+0630
ﺭ	ر	U+FEAD (ARABIC LETTER REH ISOLATED FORM) -> U+0631
ﺮ	ر	U+FEAE (ARABIC LETTER REH FINAL FORM) -> U+0631
ﺯ	ز	U+FEAF (ARABIC LETTER ZAIN ISOLATED FORM) -> U+0632
ﺰ	ز	U+FEB0 (ARABIC LETTER ZAIN FINAL FORM) -> U+0632
ﺱ	س	U+FEB1 (ARABIC LETTER SEEN ISOLATED FORM) -> U+0633
ﺲ	س	U+FEB2 (ARABIC LETTER SEEN FINAL FORM) -> U+0633
ﺳ	س	U+FEB3 (ARABIC LETTER SEEN INITIAL FORM) -> U+0633
ﺴ	س	U+FEB4 (ARABIC LETTER SEEN MEDIAL FORM) -> U+0633
ﺵ	ش	U+FEB5 (ARABIC LETTER SHEEN ISOLATED FORM) -> U+0634
ﺶ	ش	U+FEB6 (ARABIC LETTER SHEEN FINAL FORM) -> U+0634
ﺷ	ش	U+FEB7 (ARABIC LETTER SHEEN INITIAL FORM) -> U+0634
ﺸ	ش	U+FEB8 (ARABIC LETTER SHEEN MEDIAL FORM) -> U+0634
ﺹ	ص	U+FEB9 (ARABIC LETTER SAD ISOLATED FORM) -> U+0635
ﺺ	ص	U+FEBA (ARABIC LETTER SAD FINAL FORM) -> U+0635
ﺻ	ص	U+FEBB (ARABIC LETTER SAD INITIAL FORM) -> U+0635
ﺼ	ص	U+FEBC (ARABIC LETTER SAD MEDIAL FORM) -> U+0635
ﺽ	ض	U+FEBD (ARABIC LETTER DAD ISOLATED FORM) -> U+0636
ﺾ	ض	U+FEBE (ARABIC LETTER DAD FINAL FORM) -> U+0636
ﺿ	ض	U+FEBF (ARABIC LETTER DAD INITIAL FORM) -> U+0636
ﻀ	ض	U+FEC0 (ARABIC LETTER DAD MEDIAL FORM) -> U+0636
ﻁ	ط	U+FEC1 (ARABIC LETTER TAH ISOLATED FORM) -> U+0637
ﻂ	ط	U+FEC2 (ARABIC LETTER TAH FINAL FORM) -> U+0637
ﻃ	ط	U+FEC3 (ARABIC LETTER TAH INITIAL FORM) -> U+0637
ﻄ	ط	U+FEC4 (ARABIC LETTER TAH MEDIAL FORM) -> U+0637
ﻅ	ظ	U+FEC5 (ARABIC LETTER ZAH ISOLATED FORM) -> U+0638
ﻆ	ظ	U+FEC6 (ARABIC LETTER ZAH FINAL FORM) -> U+0638
ﻇ	ظ	U+FEC7 (ARABIC LETTER ZAH INITIAL FORM) -> U+0638
ﻈ	ظ	U+FEC8 (ARABIC LETTER ZAH MEDIAL FORM) -> U+0638
ﻉ	ع	U+FEC9 (ARABIC LETTER AIN ISOLATED FORM) -> U+0639
ﻊ	ع	U+FECA (ARABIC LETTER AIN FINAL FORM) -> U+0639
ﻋ	ع	U+FECB (ARABIC LETTER AIN INITIAL FORM) -> U+0639
ﻌ	ع	U+FECC (ARABIC LETTER AIN MEDIAL FORM) -> U+0639
ﻍ	غ	U+FECD (ARABIC LETTER GHAIN ISOLATED FORM) -> U+063A
ﻎ	غ	U+FECE (ARABIC LETTER GHAIN FINAL FORM) -> U+063A
ﻏ	غ	U+FECF (ARABIC LETTER GHAIN INITIAL FORM) -> U+063A
ﻐ	غ	U+FED0 (ARABIC LETTER GHAIN MEDIAL FORM) -> U+063A
ﻑ	ف	U+FED1 (ARABIC LETTER FEH ISOLATED FORM) -> U+0641
ﻒ	ف	U+FED2 (ARABIC LETTER FEH FINAL FORM) -> U+0641
ﻓ	ف	U+FED3 (ARABIC LETTER FEH INITIAL FORM) -> U+0641
ﻔ	ف	U+FED4 (ARABIC LETTER FEH MEDIAL FORM) -> U+0641
ﻕ	ق	U+FED5 (ARABIC LETTER QAF ISOLATED FORM) -> U+0642
ﻖ	ق	U+FED6 (ARABIC LETTER QAF FINAL FORM) -> U+0642
ﻗ	ق	U+FED7 (ARABIC LETTER QAF INITIAL FORM) -> U+0642
ﻘ	ق	U+FED8 (ARABIC LETTER QAF MEDIAL FORM) -> U+0642
ﻙ	ك	U+FED9 (ARABIC LETTER KAF ISOLATED FORM) -> U+0643
ﻚ	ك	U+FEDA (ARABIC LETTER KAF FINAL FORM) -> U+0643
ﻛ	ك	U+FEDB (ARABIC LETTER KAF INITIAL FORM) -> U+0643
ﻜ	ك	U+FEDC (ARABIC LETTER KAF MEDIAL FORM) -> U+0643
ﻝ	ل	U+FEDD (ARABIC LETTER LAM ISOLATED FORM) -> U+0644
